expiry,spot,strike,T,moneyness,market_price,implied_vol
2025-08-08,637.0999755859375,400.0,0.04365079365079365,0.627844946363594,225.97,
2025-08-08,637.0999755859375,410.0,0.04365079365079365,0.6435410700226839,222.08,
2025-08-08,637.0999755859375,420.0,0.04365079365079365,0.6592371936817737,211.07,
2025-08-08,637.0999755859375,455.0,0.04365079365079365,0.7141736264885882,176.25,
2025-08-08,637.0999755859375,470.0,0.04365079365079365,0.737717811977223,162.55,
2025-08-08,637.0999755859375,475.0,0.04365079365079365,0.7455658738067679,156.27,
2025-08-08,637.0999755859375,480.0,0.04365079365079365,0.7534139356363129,147.08,
2025-08-08,637.0999755859375,485.0,0.04365079365079365,0.7612619974658578,141.2,
2025-08-08,637.0999755859375,490.0,0.04365079365079365,0.7691100592954027,141.22,
2025-08-08,637.0999755859375,495.0,0.04365079365079365,0.7769581211249477,136.89,
2025-08-08,637.0999755859375,500.0,0.04365079365079365,0.7848061829544926,137.77,
2025-08-08,637.0999755859375,505.0,0.04365079365079365,0.7926542447840375,126.88,
2025-08-08,637.0999755859375,515.0,0.04365079365079365,0.8083503684431274,114.12,
2025-08-08,637.0999755859375,520.0,0.04365079365079365,0.8161984302726722,111.22,
2025-08-08,637.0999755859375,530.0,0.04365079365079365,0.8318945539317621,102.48,
2025-08-08,637.0999755859375,540.0,0.04365079365079365,0.8475906775908519,89.38,
2025-08-08,637.0999755859375,545.0,0.04365079365079365,0.8554387394203968,86.47,
2025-08-08,637.0999755859375,550.0,0.04365079365079365,0.8632868012499418,88.25,0.307018
2025-08-08,637.0999755859375,555.0,0.04365079365079365,0.8711348630794867,82.82,
2025-08-08,637.0999755859375,560.0,0.04365079365079365,0.8789829249090316,69.43,
2025-08-08,637.0999755859375,565.0,0.04365079365079365,0.8868309867385766,71.42,
2025-08-08,637.0999755859375,570.0,0.04365079365079365,0.8946790485681215,68.66,0.2971121
2025-08-08,637.0999755859375,575.0,0.04365079365079365,0.9025271103976664,63.62,0.27286917
2025-08-08,637.0999755859375,580.0,0.04365079365079365,0.9103751722272113,58.41,0.22740677
2025-08-08,637.0999755859375,585.0,0.04365079365079365,0.9182232340567563,53.57,0.22813316
2025-08-08,637.0999755859375,586.0,0.04365079365079365,0.9197928464226652,51.19,
2025-08-08,637.0999755859375,587.0,0.04365079365079365,0.9213624587885743,50.07,
2025-08-08,637.0999755859375,588.0,0.04365079365079365,0.9229320711544833,50.74,0.23189785
2025-08-08,637.0999755859375,589.0,0.04365079365079365,0.9245016835203922,48.89,
2025-08-08,637.0999755859375,590.0,0.04365079365079365,0.9260712958863012,46.96,
2025-08-08,637.0999755859375,591.0,0.04365079365079365,0.9276409082522102,44.24,
2025-08-08,637.0999755859375,592.0,0.04365079365079365,0.9292105206181192,46.27,0.15646505
2025-08-08,637.0999755859375,593.0,0.04365079365079365,0.9307801329840282,35.31,
2025-08-08,637.0999755859375,594.0,0.04365079365079365,0.9323497453499372,37.77,
2025-08-08,637.0999755859375,595.0,0.04365079365079365,0.9339193577158461,42.34,
2025-08-08,637.0999755859375,596.0,0.04365079365079365,0.9354889700817551,42.88,0.20930208
2025-08-08,637.0999755859375,597.0,0.04365079365079365,0.937058582447664,41.75,0.19607753
2025-08-08,637.0999755859375,597.5,0.04365079365079365,0.9378433886306186,33.14,
2025-08-08,637.0999755859375,598.0,0.04365079365079365,0.9386281948135731,40.96,0.20597377
2025-08-08,637.0999755859375,599.0,0.04365079365079365,0.9401978071794821,39.71,0.18497768
2025-08-08,637.0999755859375,600.0,0.04365079365079365,0.941767419545391,38.32,0.13922432
2025-08-08,637.0999755859375,601.0,0.04365079365079365,0.9433370319113,37.76,0.18044066
2025-08-08,637.0999755859375,602.0,0.04365079365079365,0.944906644277209,31.67,
2025-08-08,637.0999755859375,602.5,0.04365079365079365,0.9456914504601636,28.67,
2025-08-08,637.0999755859375,603.0,0.04365079365079365,0.946476256643118,35.86,0.17868695
2025-08-08,637.0999755859375,604.0,0.04365079365079365,0.948045869009027,33.97,
2025-08-08,637.0999755859375,605.0,0.04365079365079365,0.949615481374936,34.01,0.17880283
2025-08-08,637.0999755859375,606.0,0.04365079365079365,0.9511850937408449,31.67,
2025-08-08,637.0999755859375,607.0,0.04365079365079365,0.952754706106754,31.61,0.14535654
2025-08-08,637.0999755859375,607.5,0.04365079365079365,0.9535395122897085,31.55,0.16998482
2025-08-08,637.0999755859375,608.0,0.04365079365079365,0.954324318472663,31.1,0.1702739
2025-08-08,637.0999755859375,609.0,0.04365079365079365,0.9558939308385719,30.02,0.16187544
2025-08-08,637.0999755859375,610.0,0.04365079365079365,0.9574635432044809,29.22,0.16690968
2025-08-08,637.0999755859375,611.0,0.04365079365079365,0.9590331555703899,26.28,
2025-08-08,637.0999755859375,612.0,0.04365079365079365,0.9606027679362988,27.23,0.15820742
2025-08-08,637.0999755859375,612.5,0.04365079365079365,0.9613875741192534,19.48,
2025-08-08,637.0999755859375,613.0,0.04365079365079365,0.9621723803022079,26.34,0.15817383
2025-08-08,637.0999755859375,614.0,0.04365079365079365,0.9637419926681169,25.56,0.16192605
2025-08-08,637.0999755859375,615.0,0.04365079365079365,0.9653116050340258,24.16,0.14143369
2025-08-08,637.0999755859375,616.0,0.04365079365079365,0.9668812173999348,23.16,0.1368274
2025-08-08,637.0999755859375,617.0,0.04365079365079365,0.9684508297658438,22.6,0.14865829
2025-08-08,637.0999755859375,617.5,0.04365079365079365,0.9692356359487982,21.14,0.10504633
2025-08-08,637.0999755859375,618.0,0.04365079365079365,0.9700204421317528,21.79,0.15001898
2025-08-08,637.0999755859375,619.0,0.04365079365079365,0.9715900544976618,20.87,0.14743505
2025-08-08,637.0999755859375,620.0,0.04365079365079365,0.9731596668635708,19.47,0.12930818
2025-08-08,637.0999755859375,621.0,0.04365079365079365,0.9747292792294797,18.98,0.14028919
2025-08-08,637.0999755859375,622.0,0.04365079365079365,0.9762988915953887,18.04,0.1366767
2025-08-08,637.0999755859375,623.0,0.04365079365079365,0.9778685039612978,16.78,0.12374716
2025-08-08,637.0999755859375,624.0,0.04365079365079365,0.9794381163272067,16.2,0.13012633
2025-08-08,637.0999755859375,625.0,0.04365079365079365,0.9810077286931157,15.47,0.13149816
2025-08-08,637.0999755859375,626.0,0.04365079365079365,0.9825773410590247,14.21,0.1190543
2025-08-08,637.0999755859375,627.0,0.04365079365079365,0.9841469534249336,13.65,0.12410969
2025-08-08,637.0999755859375,628.0,0.04365079365079365,0.9857165657908427,12.64,0.11777934
2025-08-08,637.0999755859375,629.0,0.04365079365079365,0.9872861781567516,12.2,0.124275565
2025-08-08,637.0999755859375,630.0,0.04365079365079365,0.9888557905226606,11.03,0.113990664
2025-08-08,637.0999755859375,631.0,0.04365079365079365,0.9904254028885696,10.27,0.112525895
